OI番号,原文,日時,ClaudeセッションID,発言種別,対応録画JSON,報告BUILD,原因,修正BUILD,修正commit,回帰テスト名,現在の判定,備考
OI-192,セカンドでアウトを取った時にすぐにアウトと表示されるようにしてほしいです（ただし、アウトと表示することとプレーを打ち切ることは別です）,2026-08-04T07:58:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_165741.json,baseball3d 記録 v1,アウト即時表示をプレー打ち切りと分離。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-193,サードの頭を超えた打球なのに捕球判定になりました,2026-08-04T07:59:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_165844.json,baseball3d 記録 v1,`REBUILD_CHARTER.md` 未解決1（z≈8.4ft）。8/4夜に着地判定ガード撤去で解決と記録。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-194,opusの作ったゲームが微妙でミスがあまりにも多すぎるので、一度fableであるあなたがすべて精査して必要があれば大幅刷新して、あなたが作ったゲームにして,2026-08-04T08:01:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`REBUILD_CHARTER.md` を作成。方針は「補修（全面書き直しはしない）」と 8/4 夜に確定。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-195,本塁をアウトにできたかもしれないのにファーストアウトの時点で1点判定になりました,2026-08-04T08:03:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_170223.json,baseball3d 記録 v1,OI-174 と同一系統。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-196,けん制で挟まれた時に本塁手前でランナーが不自然に減速しました,2026-08-04T08:14:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_170919.json,baseball3d 記録 v1,8/4夜に真因特定（切り返しのたびに `r.v=0` していたが、Sの手動指示は `setAutoGoal` で上書きされないため「向きは変わらないのに速度だけ毎回リセット」になっていた）→向きが実際に変わった時だけリセット。修正前ビルドで同テストFAIL→修正後PASS。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-197,打ったバッターが1塁を回って急に加速しました,2026-08-04T08:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_172010.json,baseball3d 記録 v1,8/4夜に修正（実測で全速29.6ft/sのまま90°直角ターンしていた→塁を回って先へ続く時 v×0.65）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-198,エラーした後の硬直時間が長いので直して,2026-08-04T08:23:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_172217.json,baseball3d 記録 v1,8/4夜に二重の真因を特定して修正（planT上限0.25秒／転がり終わる地点へ全速直行）。最悪回収3.8秒→1.93秒、棒立ち1.2秒→0.02秒。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-199,いつも内野ゴロのときにファーストが1塁より後ろでボールをとるようになったせいで極端に内野安打が増えています。おそらくボールがそれたときに取りに行くプログラムが悪さをしていると思います。二塁打や三塁だとの気も同様の問題があるのでいい感じに修正して,2026-08-04T09:35:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_183359.json,baseball3d 記録 v1,8/4深夜「送球弾道の平地化」で真因特定（従来の山なり角度では90-150ftの内野送球が目標上空を高さ7-9ftで通過し、受け手が塁の8-12ft後方へ迎えに出ていた）→目標を高さ5ftちょうどで通過する角度へ。**オーナーの原因推定（それた球の回収プログラム）とは別の真因だった**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-200,送球がどれだけそれにくいかのパラメーター100段階も必要です,2026-08-04T09:35:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_183359.json,baseball3d 記録 v1,送球精度「送」1〜100を新設（送100=120ftで典型1.2ft／送60=2.6ft／送20=4.4ft）。あなたのチーム=100、CPU=55〜82。R画面に「送球」列。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-201,一塁や三塁を超えていたり、守備が打球をはじいても、ファウルラインを超えるとファールと判定される問題を解決して,2026-08-04T09:35:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_183359.json,baseball3d 記録 v1,8/4深夜に公認規則5.05準拠で修正（一・三塁ベース(90ft)を地上でフェア通過した打球と、フェア地域で野手が触れた打球は以後ファウル地域へ転がってもフェア、`fairLocked`フラグ）。test8。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-202,私はsキーを押していたのにセカンドランナーが止まりましたし,2026-08-04T09:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_183631.json,baseball3d 記録 v1,8/4深夜「2死のハーフウェイ廃止」（Sの解釈に `baseOuts()<2` 条件を追加）。test7。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-203,センターはセカンドに投げればバッターをさせたのに三塁に投げました,2026-08-04T09:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_183631.json,baseball3d 記録 v1,8/4深夜「幻の勝負への送球を排除」（『その先の塁』の勝負判定を『走者が実際にそこへ走るか』へ変更）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-204,これも送球がそれましたが、こんな簡単に送球はそれるものなんですかね？,2026-08-04T11:25:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_202420.json,baseball3d 記録 v1,8/4深夜 第3陣「送球平地化を全距離へ拡張」（第2陣が150ftで区切ったため右翼→二塁(180ft)等が旧弾道のまま目標上空14ftを通過し全て悪送球化していた）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-205,この場合はセカンドが取りに行くべきか他の内野手がカバーに入っているべきだっと思います,2026-08-04T11:25:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_202420.json,baseball3d 記録 v1,「それた球の即回収＋バックアップ新設」（送球時に手空き野手1人が送球線延長20ft後方へ入る）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-206,これもすごい送球がそれました / 送球がそれるのが多すぎませんかね？,2026-08-04T11:26:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260804_202603.json,baseball3d 記録 v1,**この録画は「現行コードで再現不可能な旧弾道」だったことから、オーナーのブラウザがリロード前の旧ビルドで録画を採取していたと判明 → `BUILD` 刻印を導入した契機**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-207,sキーを押したのに進塁できないのがまた何回かありました,2026-08-04T11:29:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_202825.json,baseball3d 記録 v1,不明確。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-208,なぜか3塁を回った時点で1点判定になりました,2026-08-04T11:30:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_202928.json,baseball3d 記録 v1,8/4深夜 第3陣で修正（`judgeAtBase('P')` が本塁へ走行中の走者を無視して即 `concludePlay` → goal=4 が得点計上。`endRundown` と同じ `concludeOrChaseHome` へ）。**`REBUILD_CHARTER.md` に「現行コードに実在したバグ」と明記**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-209,さっきから直したはずの問題がことごとく再発していませんか？,2026-08-04T11:30:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,ビルド刻印の導入で一部説明。**今回の依頼（4回目）に直結**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-210,サーバーが落ちて正しく反映できていないとかはないですか？,2026-08-04T11:30:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,ビルド刻印で同定可能に。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-211,クリックしても遊べないです,2026-08-04T11:34:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-212,やはり送球エラーが多いのと後ろにそらしすぎですね,2026-08-04T11:41:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_203729.json,b0804-23,8/4深夜 第4陣「送球ずれの再較正」（真因は走りペナルティ0.028が過大——外野手は毎回30-70ft追走するため全外野返球がσ5ft超になっていた）。実測: 外野返球207ft・送70・追走36ftで中央値3.6ft・p95=7.9ft。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-213,送球が空中のときにプレーが打ち切られた,2026-08-04T11:54:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_205336.json,b0804-24,8/4深夜「プレー確定後の空中ボール凍結解消」。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=未解決 / Ultra=所見11,文書(charter/master)への言及commit: 07513995
OI-214,このサード方向への打球の転がり方（バウンド・減速の仕方）が不自然です,2026-08-04T11:54:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_205336.json,b0804-24,転がりの再較正。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-215,守備がスライディングやジャンピングキャッチをしないので実装して,2026-08-04T11:57:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第8陣で実装（判定は既存、見た目を追加。強い打球40本で飛び込み29・跳び5プレー発火）。**OI-116 で 8/2 に一度要望済み＝2回目**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-216,ピッチングやバッティングのモーションが不自然なのでもっと関節を大幅に増やしてリアルな動きにして,2026-08-04T11:58:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第9陣で膝・肘を関節化。**首・手首は未分離のまま**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-217,ずっと着手できていないテクスチャの大幅強化もお願いします / リアルと見間違えるクオリティで,2026-08-04T11:58:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第10陣でランタイム生成テクスチャ。**「リアルと見間違えるクオリティ」は外部画像なし・単一HTML完結の制約下では届かない旨が `REBUILD_CHARTER.md` に書かれているが、オーナーには伝達されていない**。要検証・要相談。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=未解決 / Ultra=所見18,文書(charter/master)への言及commit: 07513995
OI-218,キャッチャーへの送球がほぼ確実にそれるので修正して,2026-08-04T12:00:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_205904.json,b0804-25,8/4深夜「捕球判定を受け手基準に」（捕球発火が『塁から5ft以内』で、受け手が降下点に構えていても塁から5ft超それた球は素通りしていた）。6.5ftずれの本塁ロブを捕手が捕ることを機械確認。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-219,フライの時はバッターが1塁より先にsを押しても進めないのも修正して,2026-08-04T12:00:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_205904.json,b0804-25,8/4深夜「フライ中の打者S進塁」（ハーフウェイ処理が打者走者を無視して早期returnしていた）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12/所見19,文書(charter/master)への言及commit: 07513995
OI-220,どう考えても1塁送球でギリギリ間に合うかなのに、2塁に送球しました / なんでこんなことが起こるのか問題の本質を特定して根本から解決して二度と同系統の問題が起こらないようにして,2026-08-04T12:02:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_210048.json,b0804-25,8/4深夜 第5陣「★内野手の『1つ先の塁』転送を撤回」。真因＝第4陣で外野の返球用に入れた転送ルールを**全野手共通の判断関数に適用条件なしで足した**こと。外野手(158ft超)限定に修正。**系統への対策＝「場面パッチには必ず適用条件を付ける」（同日3例目）**。要検証・最重要（この規律が現在も守られているか）。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-221,プロ野球の試合を見ているともっと打球が転がっていて、こんな中途半端な位置で止まらないと思うのですが、どうしてこんなことになっているのでしょうか？,2026-08-04T12:08:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_210517.json,b0804-25,8/4深夜「転がりの再較正」（指数摩擦→線形化の初版(8+0.10sp)は強ゴロ216ftで停止。(5+0.055sp)へ＝強95mph283ft/中75mph202ft/弱40mph85ft）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-222,もっとプロ野球の守備の動き方や考え方を調べて学習し、もっとリアルかつ高度な動きをするようにして,2026-08-04T12:09:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第7陣でWeb調査→前進守備・カットオフを実装。**OI-236「さきほど守備の動き方を勉強したのではなかったですか？」で、学習の成果が出ていないと同日中に指摘されている**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-223,ゴロが全然バウンドしている感じがないので修正して,2026-08-04T12:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第6陣で縦反発 0.44→0.55（最初のスキップ1.6ft）。横維持0.78は据置（0.86に上げたら球足過剰でtest5崩壊＝実測して差し戻し）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-224,ミートカーソルは横長の楕円であるべきで、〇なのはバットの形状からしておかしいので修正して,2026-08-04T12:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,"第6陣で専用楕円メッシュへ（当たり判定も横長楕円 hypot(dx*0.60, dy*1.30)、横:縦2.17:1）。要検証。",UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-225,ミートカーソルがダサいかつ不自然なのでいい感じに修正して,2026-08-04T12:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211315.json,b0804-25,同上（円リングの非等方スケールは線の太さが場所で変わるため、法線オフセットの等幅楕円へ）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-226,挟殺プレーでキャッチャーが二塁に投げたはずなのにまだボールを持っていてサードに投げて刺されたのでこの問題を修正して,2026-08-04T12:15:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211315.json,b0804-25,第6陣「挟殺relay中の本塁継続で球が瞬間帰還」（`endRundown` の本塁継続分岐が保持者transfer前提で、切り返し球が空中の時に球を手へ戻していた）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-227,レフト前ヒットで二塁ランナーが止まっているのにバッターが1塁を回って2塁に来たのも謎ですし,2026-08-04T12:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211639.json,b0804-25,第6陣「安打の自動進塁に追い越し禁止」（`safeReach` が走者ごと独立で連鎖制約なし → 前の走者から順に決め、後続は前の到達塁-1でキャップ）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-228,挟殺プレーでユーザーが操作できないのも謎ですし,2026-08-04T12:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211639.json,b0804-25,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12/所見19,文書(charter/master)への言及commit: 07513995
OI-229,なぜか簡単に悪送球で挟殺から逃れられたのも謎ですし,2026-08-04T12:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211639.json,b0804-25,第6陣「挟殺の逃走球で脱出」（切り返しが受け手を10ft超外れたら挟殺崩壊＝走者は先の塁を取り、守備は通常のchase回収へ）。**ただしこれは「逃げられて当然」とする実装であり、オーナーが『簡単すぎる』と言っている点への対応かは要確認**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-230,悪送球で外野を転々としているのにプレーが打ち切られたのも謎です,2026-08-04T12:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211639.json,b0804-25,同上（従来は挟殺の機械が球を見失ったまま回り続け時間切れで打ち切っていた）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=未解決 / Ultra=所見12,文書(charter/master)への言及commit: 07513995
OI-231,センターフライを捕球したはずなのに、打球はすり抜けて後ろにバウンドしていったように見えます,2026-08-04T12:20:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_211914.json,b0804-25,第6陣「捕った球のグラブ固定」（フライ即終了経路で球の速度を消しておらず、プレー確定後の物理継続が捕った球を飛ばし続けた）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-232,セカンドへのゴロなのに、セカンドがボールを追いかけずに二塁ベースカバーに入るのでヒットになりました。/ ベースカバーが必要な時と打球を追うべき時の正常な判断ができていません,2026-08-04T12:21:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_212028.json,b0804-25,第6陣「二塁カバーを打球と反対側の中間手に」（固定順『二→遊』を打球方向で入替、spray>5°→遊が二塁カバー）。**OI-101（08-01）の再発。要検証・最重要**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-233,悪送球なのにチェンジになりました,2026-08-04T12:59:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_215858.json,b0804-32,第11陣「捕球直後の幽霊飛行」（判定自体は正当だったが、飛行→'catch'切替時に球の速度が残り、次フレーム冒頭のタッチ判定→即終了が捕球スナップより先に走る1フレーム隙間）。切替の瞬間に球を手へ固定。修正後20試行ghost0。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-234,送球が山なりすぎたせいでバウンドでサードの頭を飛び越えてしまいました / 実際のプロ野球でも山なりにボールは投げません,2026-08-04T13:02:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_220141.json,b0804-32,第11陣「山なりロブの廃止＝中継の発動条件変更」（従来の中継条件「物理的に届かない距離」を「低い弾道(捕球高さ通過)で届かない距離」へ）。**ただし「250ft級の直接送球が頂点16-20ftの山を描くのは物理的必然で対象外」と CC が判定しており、オーナーの体感と一致するかは未確認**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-235,外野の深い位置からの送球は基本的に中継に返球します,2026-08-04T13:02:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_220141.json,b0804-32,同上（弱肩や体勢崩れの遠投は自動的に中継へ返る。弱肩左翼278ft→三塁手を中継／強肩228ft→直接）。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
